kernel_str,learned_kernel,mse,lml,std,R2_tr,R2,R2_test
"WhiteKernel(noise_level=1) * Matern(length_scale=1, nu=1.5) * 1**2 + Matern(length_scale=1, nu=1.5)","WhiteKernel(noise_level=1e-05) * Matern(length_scale=1.63, nu=1.5) * 0.00316**2 + Matern(length_scale=68.4, nu=1.5)",41.8218,273.4934,6.4670,0.9997,0.8289,0.2190
"Matern(length_scale=1, nu=1.5) * 1**2 + RationalQuadratic(alpha=1, length_scale=1) * RBF(length_scale=1)","Matern(length_scale=1e+05, nu=1.5) * 0.878**2 + RationalQuadratic(alpha=0.00841, length_scale=1e+05) * RBF(length_scale=31.2)",26.4662,290.0267,5.1445,0.9998,0.6257,-0.7104
"RBF(length_scale=1) * Matern(length_scale=1, nu=1.5) + RBF(length_scale=1) + Matern(length_scale=1, nu=1.5)","RBF(length_scale=31.2) * Matern(length_scale=1.87e+04, nu=1.5) + RBF(length_scale=1e+05) + Matern(length_scale=1e+05, nu=1.5)",26.4621,289.9036,5.1441,0.9998,0.5352,-1.1241
"Matern(length_scale=1, nu=1.5) * WhiteKernel(noise_level=1) + Matern(length_scale=1, nu=1.5) + 1**2","Matern(length_scale=0.000448, nu=1.5) * WhiteKernel(noise_level=1e-05) + Matern(length_scale=68.1, nu=1.5) + 0.818**2",41.4379,273.7232,6.4372,0.9997,0.6219,-0.7274
"RBF(length_scale=1) * RBF(length_scale=1) + Matern(length_scale=1, nu=1.5) * Matern(length_scale=1, nu=1.5)","RBF(length_scale=44.2) * RBF(length_scale=44.2) + Matern(length_scale=1e+05, nu=1.5) * Matern(length_scale=1e+05, nu=1.5)",26.4537,290.0170,5.1433,0.9998,0.5965,-0.8440
"Matern(length_scale=1, nu=1.5) * Matern(length_scale=1, nu=1.5) + WhiteKernel(noise_level=1) * RBF(length_scale=1)","Matern(length_scale=92.7, nu=1.5) * Matern(length_scale=92.7, nu=1.5) + WhiteKernel(noise_level=1e-05) * RBF(length_scale=2.2e-05)",37.8403,274.9640,6.1514,0.9997,0.8388,0.2639
"Matern(length_scale=1, nu=1.5) * DotProduct(sigma_0=1) + Matern(length_scale=1, nu=1.5)","Matern(length_scale=1e+05, nu=1.5) * DotProduct(sigma_0=1e-05) + Matern(length_scale=68.6, nu=1.5)",35.5520,269.2681,5.9626,0.9997,-0.2611,-4.7648
"Matern(length_scale=1, nu=1.5) * DotProduct(sigma_0=1) * 1**2 + RBF(length_scale=1)","Matern(length_scale=1e+05, nu=1.5) * DotProduct(sigma_0=0.259) * 0.00564**2 + RBF(length_scale=31.5)",27.7843,289.9787,5.2711,0.9998,-0.0047,-3.5928
"Matern(length_scale=1, nu=1.5) + RationalQuadratic(alpha=1, length_scale=1) * RBF(length_scale=1) * 1**2","Matern(length_scale=1e+05, nu=1.5) + RationalQuadratic(alpha=1.63e-05, length_scale=4.46e+04) * RBF(length_scale=29.6) * 0.841**2",27.6891,290.0910,5.2620,0.9998,0.6604,-0.5516
"Matern(length_scale=1, nu=1.5) * RationalQuadratic(alpha=1, length_scale=1) + Matern(length_scale=1, nu=1.5) + 1**2","Matern(length_scale=1e+05, nu=1.5) * RationalQuadratic(alpha=1e+05, length_scale=31.2) + Matern(length_scale=1e+05, nu=1.5) + 0.00316**2",26.4542,290.0169,5.1434,0.9998,0.5965,-0.8441
"Matern(length_scale=1, nu=1.5) * RationalQuadratic(alpha=1, length_scale=1) * RBF(length_scale=1) + 1**2","Matern(length_scale=1e+05, nu=1.5) * RationalQuadratic(alpha=0.0868, length_scale=1e+05) * RBF(length_scale=31.2) + 0.878**2",26.4662,290.0267,5.1445,0.9998,0.6257,-0.7104
"Matern(length_scale=1, nu=1.5) * RBF(length_scale=1) + Matern(length_scale=1, nu=1.5)","Matern(length_scale=3.61e+04, nu=1.5) * RBF(length_scale=31.2) + Matern(length_scale=1e+05, nu=1.5)",26.4533,290.0170,5.1433,0.9998,0.5965,-0.8439
"DotProduct(sigma_0=1) * Matern(length_scale=1, nu=1.5) + 1**2 * Matern(length_scale=1, nu=1.5)","DotProduct(sigma_0=4.28e-05) * Matern(length_scale=1e+05, nu=1.5) + 1.04**2 * Matern(length_scale=70.6, nu=1.5)",35.4137,269.2713,5.9509,0.9997,-0.2990,-4.9380
"1**2 * RBF(length_scale=1) + Matern(length_scale=1, nu=1.5)","0.841**2 * RBF(length_scale=29.6) + Matern(length_scale=5.21e+04, nu=1.5)",27.6942,290.0910,5.2625,0.9998,0.6604,-0.5517
"ExpSineSquared(length_scale=1, periodicity=1) + Matern(length_scale=1, nu=1.5) * Matern(length_scale=1, nu=1.5) * RationalQuadratic(alpha=1, length_scale=1)","ExpSineSquared(length_scale=4.7, periodicity=0.00763) + Matern(length_scale=2e+04, nu=1.5) * Matern(length_scale=1e+05, nu=1.5) * RationalQuadratic(alpha=1e-05, length_scale=1e+05)",23.4999,314.7575,4.8477,0.9998,0.9998,0.9998
"Matern(length_scale=1, nu=1.5) + Matern(length_scale=1, nu=1.5) * DotProduct(sigma_0=1) + Matern(length_scale=1, nu=1.5)","Matern(length_scale=87.8, nu=1.5) + Matern(length_scale=1e+05, nu=1.5) * DotProduct(sigma_0=0.00115) + Matern(length_scale=87.8, nu=1.5)",34.4824,269.1329,5.8722,0.9997,-0.6105,-6.3619
"1**2 + RBF(length_scale=1) + DotProduct(sigma_0=1) * Matern(length_scale=1, nu=1.5)","0.00316**2 + RBF(length_scale=31.5) + DotProduct(sigma_0=0.000911) * Matern(length_scale=1e+05, nu=1.5)",28.7230,285.4033,5.3594,0.9998,-0.5403,-6.0412
"Matern(length_scale=1, nu=1.5) + 1**2 + DotProduct(sigma_0=1) * Matern(length_scale=1, nu=1.5)","Matern(length_scale=68.6, nu=1.5) + 0.00316**2 + DotProduct(sigma_0=1e-05) * Matern(length_scale=1e+05, nu=1.5)",35.5521,269.2681,5.9626,0.9997,-0.2611,-4.7648
"Matern(length_scale=1, nu=1.5) + ExpSineSquared(length_scale=1, periodicity=1) * 1**2 + Matern(length_scale=1, nu=1.5)","Matern(length_scale=68.1, nu=1.5) + ExpSineSquared(length_scale=46.2, periodicity=1.39e+04) * 0.00993**2 + Matern(length_scale=1e+05, nu=1.5)",41.4350,273.8137,6.4370,0.9997,0.5839,-0.9013
"Matern(length_scale=1, nu=1.5) * Matern(length_scale=1, nu=1.5) + RBF(length_scale=1) * DotProduct(sigma_0=1)","Matern(length_scale=93.2, nu=1.5) * Matern(length_scale=93.2, nu=1.5) + RBF(length_scale=1e+05) * DotProduct(sigma_0=0.0027)",32.1039,271.0189,5.6660,0.9997,-0.4795,-5.7630
"RationalQuadratic(alpha=1, length_scale=1) * Matern(length_scale=1, nu=1.5) + DotProduct(sigma_0=1) * Matern(length_scale=1, nu=1.5)","RationalQuadratic(alpha=1e+05, length_scale=31.5) * Matern(length_scale=1e+05, nu=1.5) + DotProduct(sigma_0=1e-05) * Matern(length_scale=1e+05, nu=1.5)",28.7234,285.4031,5.3594,0.9998,-0.5403,-6.0414
"DotProduct(sigma_0=1) * Matern(length_scale=1, nu=1.5) * ExpSineSquared(length_scale=1, periodicity=1) + Matern(length_scale=1, nu=1.5)","DotProduct(sigma_0=1e-05) * Matern(length_scale=1.05e+04, nu=1.5) * ExpSineSquared(length_scale=3.96, periodicity=260) + Matern(length_scale=3.3e+04, nu=1.5)",64.7152,274.8202,8.0446,0.9995,-65.5665,-303.3341
"1**2 + WhiteKernel(noise_level=1) * Matern(length_scale=1, nu=1.5) * Matern(length_scale=1, nu=1.5)","1**2 + WhiteKernel(noise_level=0.113) * Matern(length_scale=61.7, nu=1.5) * Matern(length_scale=1.96e+04, nu=1.5)",122659.6762,-93.0337,350.2280,-0.0000,-0.0011,-0.0244
"Matern(length_scale=1, nu=1.5) * Matern(length_scale=1, nu=1.5) * ExpSineSquared(length_scale=1, periodicity=1) + DotProduct(sigma_0=1)","Matern(length_scale=1e+05, nu=1.5) * Matern(length_scale=1e+05, nu=1.5) * ExpSineSquared(length_scale=4.7, periodicity=0.0908) + DotProduct(sigma_0=0.207)",23.3983,305.9100,4.8372,0.9998,0.9998,0.9998
"Matern(length_scale=1, nu=1.5) + RationalQuadratic(alpha=1, length_scale=1) + RBF(length_scale=1) * Matern(length_scale=1, nu=1.5)","Matern(length_scale=1e+05, nu=1.5) + RationalQuadratic(alpha=1e-05, length_scale=1e+05) + RBF(length_scale=31.2) * Matern(length_scale=1e+05, nu=1.5)",26.4617,289.9036,5.1441,0.9998,0.5353,-1.1239
"Matern(length_scale=1, nu=1.5) + RBF(length_scale=1) * 1**2 * Matern(length_scale=1, nu=1.5)","Matern(length_scale=6.5e+04, nu=1.5) + RBF(length_scale=29.6) * 0.841**2 * Matern(length_scale=1e+05, nu=1.5)",27.6896,290.0910,5.2621,0.9998,0.6605,-0.5514
"Matern(length_scale=1, nu=1.5) + RBF(length_scale=1) * 1**2 * DotProduct(sigma_0=1)","Matern(length_scale=1e+05, nu=1.5) + RBF(length_scale=38.2) * 0.0209**2 * DotProduct(sigma_0=0.0635)",40.0864,285.2904,6.3314,0.9997,0.7093,-0.3277
"RBF(length_scale=1) + 1**2 + RationalQuadratic(alpha=1, length_scale=1) * Matern(length_scale=1, nu=1.5)","RBF(length_scale=1e+05) + 0.00316**2 + RationalQuadratic(alpha=1e+05, length_scale=31.2) * Matern(length_scale=1e+05, nu=1.5)",26.4541,290.0169,5.1434,0.9998,0.5965,-0.8441
"RBF(length_scale=1) * Matern(length_scale=1, nu=1.5) * Matern(length_scale=1, nu=1.5) + 1**2","RBF(length_scale=31.2) * Matern(length_scale=1e+05, nu=1.5) * Matern(length_scale=1e+05, nu=1.5) + 0.878**2",26.4662,290.0267,5.1445,0.9998,0.6257,-0.7104
"1**2 * Matern(length_scale=1, nu=1.5) + Matern(length_scale=1, nu=1.5) * DotProduct(sigma_0=1)","1.04**2 * Matern(length_scale=70.6, nu=1.5) + Matern(length_scale=1e+05, nu=1.5) * DotProduct(sigma_0=0.000964)",35.4137,269.2713,5.9509,0.9997,-0.2990,-4.9379
"RBF(length_scale=1) + 1**2 * Matern(length_scale=1, nu=1.5) * RationalQuadratic(alpha=1, length_scale=1)","RBF(length_scale=1e+05) + 0.841**2 * Matern(length_scale=1e+05, nu=1.5) * RationalQuadratic(alpha=1e+05, length_scale=29.6)",27.6892,290.0909,5.2621,0.9998,0.6605,-0.5516
"DotProduct(sigma_0=1) + Matern(length_scale=1, nu=1.5) * Matern(length_scale=1, nu=1.5) + 1**2","DotProduct(sigma_0=1.12e-05) + Matern(length_scale=93.2, nu=1.5) * Matern(length_scale=93.2, nu=1.5) + 0.00316**2",32.1068,271.0332,5.6663,0.9997,-0.4848,-5.7874
"Matern(length_scale=1, nu=1.5) + Matern(length_scale=1, nu=1.5) * RBF(length_scale=1) + RBF(length_scale=1)","Matern(length_scale=1e+05, nu=1.5) + Matern(length_scale=2.13e+04, nu=1.5) * RBF(length_scale=31.2) + RBF(length_scale=1e+05)",26.4616,289.9036,5.1441,0.9998,0.5353,-1.1239
"Matern(length_scale=1, nu=1.5) + DotProduct(sigma_0=1) * Matern(length_scale=1, nu=1.5) * Matern(length_scale=1, nu=1.5)","Matern(length_scale=68.6, nu=1.5) + DotProduct(sigma_0=1e-05) * Matern(length_scale=1e+05, nu=1.5) * Matern(length_scale=1e+05, nu=1.5)",35.5389,269.2276,5.9615,0.9997,-0.2541,-4.7327
"1**2 + Matern(length_scale=1, nu=1.5) * Matern(length_scale=1, nu=1.5)","0.837**2 + Matern(length_scale=92.3, nu=1.5) * Matern(length_scale=92.3, nu=1.5)",37.3751,275.4948,6.1135,0.9997,0.5817,-0.9112
"WhiteKernel(noise_level=1) * RBF(length_scale=1) * Matern(length_scale=1, nu=1.5) + Matern(length_scale=1, nu=1.5)","WhiteKernel(noise_level=1e-05) * RBF(length_scale=439) * Matern(length_scale=0.000137, nu=1.5) + Matern(length_scale=68.3, nu=1.5)",41.8506,273.3864,6.4692,0.9997,0.8290,0.2193
"Matern(length_scale=1, nu=1.5) * Matern(length_scale=1, nu=1.5) + RationalQuadratic(alpha=1, length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1)","Matern(length_scale=1e+05, nu=1.5) * Matern(length_scale=1e+05, nu=1.5) + RationalQuadratic(alpha=1e+05, length_scale=31.2) + ExpSineSquared(length_scale=1.01, periodicity=1)",26.4618,289.9035,5.1441,0.9998,0.5353,-1.1240
"Matern(length_scale=1, nu=1.5) * WhiteKernel(noise_level=1) + RBF(length_scale=1) * Matern(length_scale=1, nu=1.5)","Matern(length_scale=0.208, nu=1.5) * WhiteKernel(noise_level=1e-05) + RBF(length_scale=31.4) * Matern(length_scale=1e+05, nu=1.5)",28.4364,289.0396,5.3326,0.9998,0.9451,0.7497
"Matern(length_scale=1, nu=1.5) * RBF(length_scale=1) + 1**2 * DotProduct(sigma_0=1)","Matern(length_scale=5.01e+04, nu=1.5) * RBF(length_scale=31.3) + 0.00316**2 * DotProduct(sigma_0=214)",26.5098,290.0420,5.1488,0.9998,0.3878,-1.7983
"WhiteKernel(noise_level=1) + Matern(length_scale=1, nu=1.5) * Matern(length_scale=1, nu=1.5) + RBF(length_scale=1)","WhiteKernel(noise_level=1e-05) + Matern(length_scale=92.3, nu=1.5) * Matern(length_scale=92.3, nu=1.5) + RBF(length_scale=4.23e+04)",37.4267,275.3731,6.1177,0.9997,0.5431,-1.0880
"DotProduct(sigma_0=1) * RationalQuadratic(alpha=1, length_scale=1) * Matern(length_scale=1, nu=1.5) + Matern(length_scale=1, nu=1.5)","DotProduct(sigma_0=6.85e-05) * RationalQuadratic(alpha=0.00207, length_scale=1.26e+03) * Matern(length_scale=1e+05, nu=1.5) + Matern(length_scale=3.93e+03, nu=1.5)",52.5850,277.5278,7.2516,0.9996,-1.7536,-11.5876
"DotProduct(sigma_0=1) * Matern(length_scale=1, nu=1.5) + 1**2 + RBF(length_scale=1)","DotProduct(sigma_0=0.00101) * Matern(length_scale=1e+05, nu=1.5) + 0.00316**2 + RBF(length_scale=31.5)",28.7240,285.4033,5.3595,0.9998,-0.5403,-6.0414
"RationalQuadratic(alpha=1, length_scale=1) + Matern(length_scale=1, nu=1.5) * Matern(length_scale=1, nu=1.5) * 1**2","RationalQuadratic(alpha=1e+05, length_scale=31.2) + Matern(length_scale=1e+05, nu=1.5) * Matern(length_scale=1e+05, nu=1.5) * 0.878**2",26.4661,290.0266,5.1445,0.9998,0.6257,-0.7105
"Matern(length_scale=1, nu=1.5) * ExpSineSquared(length_scale=1, periodicity=1) * Matern(length_scale=1, nu=1.5) + DotProduct(sigma_0=1)","Matern(length_scale=8.64e+04, nu=1.5) * ExpSineSquared(length_scale=1.55, periodicity=157) * Matern(length_scale=1e+05, nu=1.5) + DotProduct(sigma_0=1.12e-05)",23.7841,294.8012,4.8769,0.9998,0.9998,0.9998
"RationalQuadratic(alpha=1, length_scale=1) * 1**2 + RBF(length_scale=1) * Matern(length_scale=1, nu=1.5)","RationalQuadratic(alpha=4.13e-05, length_scale=4.68e+04) * 0.878**2 + RBF(length_scale=31.2) * Matern(length_scale=2.63e+04, nu=1.5)",26.4661,290.0267,5.1445,0.9998,0.6257,-0.7104
"Matern(length_scale=1, nu=1.5) + ExpSineSquared(length_scale=1, periodicity=1) * Matern(length_scale=1, nu=1.5) * Matern(length_scale=1, nu=1.5)","Matern(length_scale=1e+05, nu=1.5) + ExpSineSquared(length_scale=4.7, periodicity=0.143) * Matern(length_scale=1e+05, nu=1.5) * Matern(length_scale=1e+05, nu=1.5)",23.5901,315.0153,4.8570,0.9998,0.9998,0.9998
"Matern(length_scale=1, nu=1.5) * RationalQuadratic(alpha=1, length_scale=1) * Matern(length_scale=1, nu=1.5) + ExpSineSquared(length_scale=1, periodicity=1)","Matern(length_scale=1e+05, nu=1.5) * RationalQuadratic(alpha=3.27e-05, length_scale=1e+05) * Matern(length_scale=1e+05, nu=1.5) + ExpSineSquared(length_scale=4.7, periodicity=78.6)",23.5951,315.0253,4.8575,0.9998,0.9998,0.9998
"RationalQuadratic(alpha=1, length_scale=1) + Matern(length_scale=1, nu=1.5) * Matern(length_scale=1, nu=1.5) * DotProduct(sigma_0=1)","RationalQuadratic(alpha=1e+05, length_scale=31.5) + Matern(length_scale=1e+05, nu=1.5) * Matern(length_scale=1e+05, nu=1.5) * DotProduct(sigma_0=1e-05)",28.6943,285.3656,5.3567,0.9998,-0.4922,-5.8215
"Matern(length_scale=1, nu=1.5) + RationalQuadratic(alpha=1, length_scale=1) + Matern(length_scale=1, nu=1.5) * RBF(length_scale=1)","Matern(length_scale=1e+05, nu=1.5) + RationalQuadratic(alpha=2.29e+03, length_scale=1e+05) + Matern(length_scale=1e+05, nu=1.5) * RBF(length_scale=31.2)",26.4622,289.9036,5.1441,0.9998,0.5352,-1.1241
"RBF(length_scale=1) * Matern(length_scale=1, nu=1.5) + 1**2 * DotProduct(sigma_0=1)","RBF(length_scale=31.5) * Matern(length_scale=9.88e+04, nu=1.5) + 0.00564**2 * DotProduct(sigma_0=4.84)",27.7803,289.9790,5.2707,0.9998,-0.0044,-3.5913
"Matern(length_scale=1, nu=1.5) + Matern(length_scale=1, nu=1.5) * RationalQuadratic(alpha=1, length_scale=1) * DotProduct(sigma_0=1)","Matern(length_scale=3.77e+03, nu=1.5) + Matern(length_scale=1e+05, nu=1.5) * RationalQuadratic(alpha=0.00207, length_scale=1.26e+03) * DotProduct(sigma_0=1e-05)",52.5973,277.5278,7.2524,0.9996,-1.7525,-11.5826
"Matern(length_scale=1, nu=1.5) * ExpSineSquared(length_scale=1, periodicity=1) * DotProduct(sigma_0=1) + Matern(length_scale=1, nu=1.5)","Matern(length_scale=7.65e+04, nu=1.5) * ExpSineSquared(length_scale=445, periodicity=80.8) * DotProduct(sigma_0=1e-05) + Matern(length_scale=102, nu=1.5)",60.7621,279.3101,7.7950,0.9995,0.7430,-0.1734
"DotProduct(sigma_0=1) + 1**2 * Matern(length_scale=1, nu=1.5) * RBF(length_scale=1)","DotProduct(sigma_0=0.00117) + 0.975**2 * Matern(length_scale=1e+05, nu=1.5) * RBF(length_scale=31.3)",28.5873,285.4462,5.3467,0.9998,-0.5823,-6.2334
"RationalQuadratic(alpha=1, length_scale=1) * Matern(length_scale=1, nu=1.5) + 1**2","RationalQuadratic(alpha=1e+05, length_scale=31.2) * Matern(length_scale=1e+05, nu=1.5) + 0.878**2",26.4661,290.0266,5.1445,0.9998,0.6257,-0.7105
"1**2 + RationalQuadratic(alpha=1, length_scale=1) + Matern(length_scale=1, nu=1.5) * RBF(length_scale=1)","0.00316**2 + RationalQuadratic(alpha=0.013, length_scale=1e+05) + Matern(length_scale=3.63e+04, nu=1.5) * RBF(length_scale=31.2)",26.4537,290.0170,5.1433,0.9998,0.5965,-0.8440
"ExpSineSquared(length_scale=1, periodicity=1) + Matern(length_scale=1, nu=1.5) * Matern(length_scale=1, nu=1.5) + RationalQuadratic(alpha=1, length_scale=1)","ExpSineSquared(length_scale=1.01, periodicity=1) + Matern(length_scale=1e+05, nu=1.5) * Matern(length_scale=1e+05, nu=1.5) + RationalQuadratic(alpha=1e+05, length_scale=31.2)",26.4617,289.9035,5.1441,0.9998,0.5353,-1.1240
"DotProduct(sigma_0=1) + ExpSineSquared(length_scale=1, periodicity=1) * Matern(length_scale=1, nu=1.5) * Matern(length_scale=1, nu=1.5)","DotProduct(sigma_0=3.6e-05) + ExpSineSquared(length_scale=4.7, periodicity=78.6) * Matern(length_scale=1e+05, nu=1.5) * Matern(length_scale=1e+05, nu=1.5)",23.3980,305.9095,4.8371,0.9998,0.9998,0.9998
"DotProduct(sigma_0=1) + Matern(length_scale=1, nu=1.5) * Matern(length_scale=1, nu=1.5) * Matern(length_scale=1, nu=1.5)","DotProduct(sigma_0=0.000448) + Matern(length_scale=112, nu=1.5) * Matern(length_scale=112, nu=1.5) * Matern(length_scale=112, nu=1.5)",30.4186,272.0181,5.5153,0.9998,-0.5959,-6.2955
"RBF(length_scale=1) * 1**2 + Matern(length_scale=1, nu=1.5) * RationalQuadratic(alpha=1, length_scale=1)","RBF(length_scale=29.6) * 0.841**2 + Matern(length_scale=1.23e+04, nu=1.5) * RationalQuadratic(alpha=1e-05, length_scale=1e+05)",27.6862,290.0907,5.2618,0.9998,0.6602,-0.5527
"Matern(length_scale=1, nu=1.5) + 1**2 * DotProduct(sigma_0=1)","Matern(length_scale=68.5, nu=1.5) + 0.00512**2 * DotProduct(sigma_0=9.5)",37.4888,273.8574,6.1228,0.9997,0.2626,-2.3704
"1**2 + Matern(length_scale=1, nu=1.5) + RationalQuadratic(alpha=1, length_scale=1) * RBF(length_scale=1)","0.00316**2 + Matern(length_scale=1e+05, nu=1.5) + RationalQuadratic(alpha=14.7, length_scale=1.26e+04) * RBF(length_scale=31.2)",26.4538,290.0170,5.1433,0.9998,0.5965,-0.8440
"Matern(length_scale=1, nu=1.5) + RationalQuadratic(alpha=1, length_scale=1) + RBF(length_scale=1) * 1**2","Matern(length_scale=1e+05, nu=1.5) + RationalQuadratic(alpha=1e+05, length_scale=31.2) + RBF(length_scale=30.8) * 0.00316**2",26.4536,290.0169,5.1433,0.9998,0.5965,-0.8440
"Matern(length_scale=1, nu=1.5) * Matern(length_scale=1, nu=1.5) * 1**2 + 1**2","Matern(length_scale=63, nu=1.5) * Matern(length_scale=63, nu=1.5) * 0.566**2 + 0.977**2",45.2116,276.2029,6.7240,0.9996,0.7664,-0.0668
"1**2 * RationalQuadratic(alpha=1, length_scale=1) + Matern(length_scale=1, nu=1.5) + RBF(length_scale=1)","0.0047**2 * RationalQuadratic(alpha=0.545, length_scale=1e+05) + Matern(length_scale=1e+05, nu=1.5) + RBF(length_scale=31.2)",26.4482,290.0170,5.1428,0.9998,0.5968,-0.8426
"DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + Matern(length_scale=1, nu=1.5)","DotProduct(sigma_0=0.014) + 0.967**2 * RBF(length_scale=31.1) + Matern(length_scale=3.08e+04, nu=1.5)",27.2832,285.1431,5.2233,0.9998,-0.2916,-4.9041
"Matern(length_scale=1, nu=1.5) * DotProduct(sigma_0=1) + Matern(length_scale=1, nu=1.5) + RBF(length_scale=1)","Matern(length_scale=1e+05, nu=1.5) * DotProduct(sigma_0=1e-05) + Matern(length_scale=6.06e+04, nu=1.5) + RBF(length_scale=31.4)",27.4737,285.1008,5.2415,0.9998,-0.3085,-4.9816
"RationalQuadratic(alpha=1, length_scale=1) + Matern(length_scale=1, nu=1.5) * Matern(length_scale=1, nu=1.5)","RationalQuadratic(alpha=1e+05, length_scale=31.2) + Matern(length_scale=1e+05, nu=1.5) * Matern(length_scale=1e+05, nu=1.5)",26.4537,290.0169,5.1433,0.9998,0.5965,-0.8440
"RBF(length_scale=1) + 1**2 * RationalQuadratic(alpha=1, length_scale=1) + Matern(length_scale=1, nu=1.5)","RBF(length_scale=31.2) + 0.00316**2 * RationalQuadratic(alpha=1e-05, length_scale=6.19e+04) + Matern(length_scale=1e+05, nu=1.5)",26.4537,290.0170,5.1433,0.9998,0.5965,-0.8440
"Matern(length_scale=1, nu=1.5) * Matern(length_scale=1, nu=1.5) * DotProduct(sigma_0=1) + 1**2","Matern(length_scale=3.31e+03, nu=1.5) * Matern(length_scale=1e+05, nu=1.5) * DotProduct(sigma_0=275) + 0.00316**2",31.0518,262.0104,5.5724,0.9997,-3.9665,-21.7053
"DotProduct(sigma_0=1) + Matern(length_scale=1, nu=1.5) + Matern(length_scale=1, nu=1.5) * ExpSineSquared(length_scale=1, periodicity=1)","DotProduct(sigma_0=0.156) + Matern(length_scale=1e+05, nu=1.5) + Matern(length_scale=1e+05, nu=1.5) * ExpSineSquared(length_scale=0.925, periodicity=0.996)",25.1490,285.1453,5.0149,0.9998,0.9948,0.9770
"1**2 + Matern(length_scale=1, nu=1.5) * RBF(length_scale=1) + DotProduct(sigma_0=1)","0.00316**2 + Matern(length_scale=1e+05, nu=1.5) * RBF(length_scale=31.5) + DotProduct(sigma_0=1e-05)",28.7600,285.4438,5.3628,0.9998,-0.5984,-6.3068
"RationalQuadratic(alpha=1, length_scale=1) + RBF(length_scale=1) + 1**2 * Matern(length_scale=1, nu=1.5)","RationalQuadratic(alpha=3.41e-05, length_scale=1e+05) + RBF(length_scale=31.2) + 0.00316**2 * Matern(length_scale=474, nu=1.5)",26.4530,290.0170,5.1433,0.9998,0.5965,-0.8438
"Matern(length_scale=1, nu=1.5) * Matern(length_scale=1, nu=1.5) + Matern(length_scale=1, nu=1.5) * WhiteKernel(noise_level=1)","Matern(length_scale=92.7, nu=1.5) * Matern(length_scale=92.7, nu=1.5) + Matern(length_scale=0.00435, nu=1.5) * WhiteKernel(noise_level=1e-05)",37.8403,274.9640,6.1514,0.9997,0.8388,0.2639
"Matern(length_scale=1, nu=1.5) + Matern(length_scale=1, nu=1.5) * DotProduct(sigma_0=1) * RationalQuadratic(alpha=1, length_scale=1)","Matern(length_scale=4.05e+03, nu=1.5) + Matern(length_scale=1e+05, nu=1.5) * DotProduct(sigma_0=1e-05) * RationalQuadratic(alpha=0.00207, length_scale=1.26e+03)",52.5867,277.5278,7.2517,0.9996,-1.7528,-11.5841
"Matern(length_scale=1, nu=1.5) + RBF(length_scale=1) * WhiteKernel(noise_level=1) * Matern(length_scale=1, nu=1.5)","Matern(length_scale=68.3, nu=1.5) + RBF(length_scale=1.01e-05) * WhiteKernel(noise_level=1e-05) * Matern(length_scale=3.08e+03, nu=1.5)",41.8506,273.3864,6.4692,0.9997,0.8290,0.2193
"Matern(length_scale=1, nu=1.5) * RationalQuadratic(alpha=1, length_scale=1) + 1**2 * RBF(length_scale=1)","Matern(length_scale=1e+05, nu=1.5) * RationalQuadratic(alpha=0.00038, length_scale=1e+05) + 0.841**2 * RBF(length_scale=29.6)",27.6892,290.0910,5.2620,0.9998,0.6605,-0.5516
"ExpSineSquared(length_scale=1, periodicity=1) * Matern(length_scale=1, nu=1.5) * Matern(length_scale=1, nu=1.5) + RationalQuadratic(alpha=1, length_scale=1)","ExpSineSquared(length_scale=1.55, periodicity=1.01) * Matern(length_scale=1e+05, nu=1.5) * Matern(length_scale=1e+05, nu=1.5) + RationalQuadratic(alpha=1e+05, length_scale=1e+05)",23.9790,303.9916,4.8968,0.9998,0.9998,0.9998
"Matern(length_scale=1, nu=1.5) + RBF(length_scale=1) * RBF(length_scale=1) * ExpSineSquared(length_scale=1, periodicity=1)","Matern(length_scale=1e+05, nu=1.5) + RBF(length_scale=1e+05) * RBF(length_scale=1e+05) * ExpSineSquared(length_scale=0.925, periodicity=0.996)",24.0949,293.5209,4.9087,0.9998,0.9998,0.9997
"Matern(length_scale=1, nu=1.5) * RBF(length_scale=1) + DotProduct(sigma_0=1) * RBF(length_scale=1)","Matern(length_scale=1e+05, nu=1.5) * RBF(length_scale=31.5) + DotProduct(sigma_0=0.00126) * RBF(length_scale=1e+05)",28.7503,285.4299,5.3619,0.9998,-0.5778,-6.2126
RBF(length_scale=1) * RBF(length_scale=1) + RBF(length_scale=1),RBF(length_scale=37) * RBF(length_scale=58.3) + RBF(length_scale=1e+05),26.4545,290.0170,5.1434,0.9998,0.5965,-0.8442
1**2 * WhiteKernel(noise_level=1) * RBF(length_scale=1) + RBF(length_scale=1),0.00316**2 * WhiteKernel(noise_level=1e-05) * RBF(length_scale=47.3) + RBF(length_scale=31.4),28.4283,289.1531,5.3318,0.9998,0.9450,0.7495
WhiteKernel(noise_level=1) + DotProduct(sigma_0=1) + RBF(length_scale=1) * RBF(length_scale=1),WhiteKernel(noise_level=1e-05) + DotProduct(sigma_0=1.67e-05) + RBF(length_scale=31.5) * RBF(length_scale=1.93e+03),28.7650,285.3302,5.3633,0.9998,-0.5985,-6.3071
