kernel_str,learned_kernel,mse,lml,std,R2_tr,R2,R2_test
"Matern(length_scale=1, nu=1.5) * RBF(length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1) + 1**2","Matern(length_scale=2.02e+04, nu=1.5) * RBF(length_scale=71.2) + ExpSineSquared(length_scale=1.08, periodicity=1.01) + 3.5**2",2225.5401,245.8386,47.1756,0.9995,0.9637,-2.9607
"ExpSineSquared(length_scale=1, periodicity=1) * RBF(length_scale=1) + RBF(length_scale=1) * 1**2","ExpSineSquared(length_scale=15.6, periodicity=0.0227) * RBF(length_scale=1e+05) + RBF(length_scale=1.24e+03) * 21.6**2",2252.5647,283.2565,47.4612,0.9995,0.9996,0.9887
"Matern(length_scale=1, nu=1.5) * 1**2 + RBF(length_scale=1) * ExpSineSquared(length_scale=1, periodicity=1)","Matern(length_scale=208, nu=1.5) * 4.38**2 + RBF(length_scale=212) * ExpSineSquared(length_scale=7.57e+03, periodicity=2.22e+04)",2406.2970,245.3639,49.0540,0.9994,0.9632,-3.0150
"RBF(length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1) + WhiteKernel(noise_level=1) * 1**2","RBF(length_scale=124) + ExpSineSquared(length_scale=0.375, periodicity=311) + WhiteKernel(noise_level=1e-05) * 0.00316**2",2218.8103,231.3737,47.1042,0.9995,0.5635,-46.9922
"ExpSineSquared(length_scale=1, periodicity=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1)","ExpSineSquared(length_scale=15.6, periodicity=31.6) + 21.6**2 * RBF(length_scale=1.24e+03) + WhiteKernel(noise_level=1e-05)",2252.5644,283.1661,47.4612,0.9995,0.9996,0.9887
"RBF(length_scale=1) * 1**2 + RBF(length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1)","RBF(length_scale=268) * 5.9**2 + RBF(length_scale=17.5) + ExpSineSquared(length_scale=9.14e+03, periodicity=0.0408)",2179.6197,242.1219,46.6864,0.9995,0.9704,-2.2275
"RBF(length_scale=1) + 1**2 * ExpSineSquared(length_scale=1, periodicity=1) * Matern(length_scale=1, nu=1.5)","RBF(length_scale=1e+05) + 4.49**2 * ExpSineSquared(length_scale=379, periodicity=1.36e+04) * Matern(length_scale=211, nu=1.5)",2406.6237,245.3425,49.0574,0.9994,0.9638,-2.9523
"RBF(length_scale=1) + RBF(length_scale=1) + RBF(length_scale=1) * ExpSineSquared(length_scale=1, periodicity=1)","RBF(length_scale=119) + RBF(length_scale=140) + RBF(length_scale=229) * ExpSineSquared(length_scale=20.6, periodicity=0.168)",2247.5854,269.0218,47.4087,0.9995,0.9942,0.3938
"RBF(length_scale=1) * ExpSineSquared(length_scale=1, periodicity=1) + RBF(length_scale=1) + Matern(length_scale=1, nu=1.5)","RBF(length_scale=1e+05) * ExpSineSquared(length_scale=1.08, periodicity=0.992) + RBF(length_scale=79.2) + Matern(length_scale=257, nu=1.5)",2191.5664,246.9399,46.8142,0.9995,0.9671,-2.5946
"RBF(length_scale=1) * ExpSineSquared(length_scale=1, periodicity=1) + Matern(length_scale=1, nu=1.5)","RBF(length_scale=140) * ExpSineSquared(length_scale=307, periodicity=1.42e+04) + Matern(length_scale=74.8, nu=1.5)",2368.2708,237.8461,48.6649,0.9995,0.8831,-11.8302
"1**2 * ExpSineSquared(length_scale=1, periodicity=1) + RBF(length_scale=1) * Matern(length_scale=1, nu=1.5)","5.97**2 * ExpSineSquared(length_scale=0.0179, periodicity=1e+05) + RBF(length_scale=6.74e+04) * Matern(length_scale=74.8, nu=1.5)",2366.8351,246.8178,48.6501,0.9995,0.9841,-0.7213
"DotProduct(sigma_0=1) * RBF(length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1) + RBF(length_scale=1)","DotProduct(sigma_0=2.87e-05) * RBF(length_scale=1e+05) + ExpSineSquared(length_scale=0.426, periodicity=1e+05) + RBF(length_scale=9.34e+03)",6621.5212,236.0282,81.3727,0.9985,0.9990,0.9735
"RBF(length_scale=1) + 1**2 * ExpSineSquared(length_scale=1, periodicity=1) * DotProduct(sigma_0=1)","RBF(length_scale=1.31e+03) + 0.03**2 * ExpSineSquared(length_scale=2.98e+03, periodicity=1e-05) * DotProduct(sigma_0=0.00497)",6660.1174,240.7599,81.6095,0.9985,0.9990,0.9764
"1**2 + DotProduct(sigma_0=1) * ExpSineSquared(length_scale=1, periodicity=1) + RBF(length_scale=1)","0.00316**2 + DotProduct(sigma_0=0.00725) * ExpSineSquared(length_scale=2.52e+03, periodicity=31.6) + RBF(length_scale=4.13e+03)",3641.4098,269.4571,60.3441,0.9992,0.9994,0.9848
"Matern(length_scale=1, nu=1.5) * ExpSineSquared(length_scale=1, periodicity=1) * 1**2 + RBF(length_scale=1)","Matern(length_scale=211, nu=1.5) * ExpSineSquared(length_scale=2.65e+03, periodicity=99.1) * 4.49**2 + RBF(length_scale=1.02e+04)",2406.7009,245.3424,49.0581,0.9994,0.9638,-2.9505
"RBF(length_scale=1) * Matern(length_scale=1, nu=1.5) * 1**2 + ExpSineSquared(length_scale=1, periodicity=1)","RBF(length_scale=1e+05) * Matern(length_scale=208, nu=1.5) * 4.38**2 + ExpSineSquared(length_scale=0.055, periodicity=1)",2406.2655,245.3639,49.0537,0.9994,0.9632,-3.0143
"RBF(length_scale=1) * DotProduct(sigma_0=1) + ExpSineSquared(length_scale=1, periodicity=1) + Matern(length_scale=1, nu=1.5)","RBF(length_scale=1e+05) * DotProduct(sigma_0=0.00196) + ExpSineSquared(length_scale=1, periodicity=1) + Matern(length_scale=74.9, nu=1.5)",2369.8950,245.8055,48.6816,0.9995,0.9976,0.7699
"WhiteKernel(noise_level=1) + DotProduct(sigma_0=1) * RBF(length_scale=1) * ExpSineSquared(length_scale=1, periodicity=1)","WhiteKernel(noise_level=1e-05) + DotProduct(sigma_0=6.4e-05) * RBF(length_scale=1e+05) * ExpSineSquared(length_scale=39.5, periodicity=0.984)",3645.3722,259.4007,60.3769,0.9992,0.9994,0.9823
"ExpSineSquared(length_scale=1, periodicity=1) + WhiteKernel(noise_level=1) + RBF(length_scale=1) * 1**2","ExpSineSquared(length_scale=15.6, periodicity=0.00893) + WhiteKernel(noise_level=1e-05) + RBF(length_scale=1.24e+03) * 21.6**2",2252.5699,283.1661,47.4612,0.9995,0.9996,0.9887
"RBF(length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1) * RBF(length_scale=1) * DotProduct(sigma_0=1)","RBF(length_scale=1e+05) + ExpSineSquared(length_scale=137, periodicity=1.03) * RBF(length_scale=3.33e+03) * DotProduct(sigma_0=1e-05)",2871.0458,264.2105,53.5821,0.9993,0.9995,0.9779
"ExpSineSquared(length_scale=1, periodicity=1) * 1**2 + RBF(length_scale=1) * RBF(length_scale=1)","ExpSineSquared(length_scale=55, periodicity=31.7) * 3.58**2 + RBF(length_scale=1.45e+03) * RBF(length_scale=76.5)",2251.6249,261.8234,47.4513,0.9995,0.9817,-0.9853
"RBF(length_scale=1) * RBF(length_scale=1) * RBF(length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1)","RBF(length_scale=176) * RBF(length_scale=176) * RBF(length_scale=176) + ExpSineSquared(length_scale=3.25, periodicity=1.02)",2336.8387,252.0683,48.3409,0.9995,0.9856,-0.5591
"1**2 + WhiteKernel(noise_level=1) * ExpSineSquared(length_scale=1, periodicity=1) * RBF(length_scale=1)","3.6**2 + WhiteKernel(noise_level=4.35) * ExpSineSquared(length_scale=0.00139, periodicity=2.84e+04) * RBF(length_scale=4.15e-05)",4341712.3602,-520.5224,2083.6776,-0.0000,-0.1208,-65.8767
"1**2 + Matern(length_scale=1, nu=1.5) + ExpSineSquared(length_scale=1, periodicity=1) * RBF(length_scale=1)","3.44**2 + Matern(length_scale=271, nu=1.5) + ExpSineSquared(length_scale=20.5, periodicity=31.7) * RBF(length_scale=161)",2201.5189,263.2322,46.9203,0.9995,0.9912,0.0629
"RBF(length_scale=1) * ExpSineSquared(length_scale=1, periodicity=1) + 1**2","RBF(length_scale=107) * ExpSineSquared(length_scale=20.8, periodicity=0.248) + 3.57**2",2348.4395,258.4368,48.4607,0.9995,0.9902,-0.0431
"Matern(length_scale=1, nu=1.5) * ExpSineSquared(length_scale=1, periodicity=1) + DotProduct(sigma_0=1) + RBF(length_scale=1)","Matern(length_scale=1e+05, nu=1.5) * ExpSineSquared(length_scale=1, periodicity=1) + DotProduct(sigma_0=0.00329) + RBF(length_scale=1e+05)",6660.1876,237.4077,81.6100,0.9985,0.9990,0.9764
"Matern(length_scale=1, nu=1.5) * ExpSineSquared(length_scale=1, periodicity=1) + RBF(length_scale=1) * 1**2","Matern(length_scale=1e+05, nu=1.5) * ExpSineSquared(length_scale=15.6, periodicity=0.492) + RBF(length_scale=1.24e+03) * 21.6**2",2252.5616,283.2565,47.4612,0.9995,0.9996,0.9887
"WhiteKernel(noise_level=1) * ExpSineSquared(length_scale=1, periodicity=1) * RBF(length_scale=1) + DotProduct(sigma_0=1)","WhiteKernel(noise_level=1e-05) * ExpSineSquared(length_scale=591, periodicity=3.54) * RBF(length_scale=2.03e+03) + DotProduct(sigma_0=0.0188)",6679.9109,240.9916,81.7307,0.9985,0.9990,0.9765
"WhiteKernel(noise_level=1) * ExpSineSquared(length_scale=1, periodicity=1) + RBF(length_scale=1) + DotProduct(sigma_0=1)","WhiteKernel(noise_level=1e-05) * ExpSineSquared(length_scale=18.8, periodicity=0.12) + RBF(length_scale=1.29e+03) + DotProduct(sigma_0=1e-05)",6659.8258,237.7158,81.6078,0.9985,0.9990,0.9764
"ExpSineSquared(length_scale=1, periodicity=1) * 1**2 * RBF(length_scale=1) + DotProduct(sigma_0=1)","ExpSineSquared(length_scale=0.533, periodicity=0.99) * 0.0852**2 * RBF(length_scale=1e+05) + DotProduct(sigma_0=1e-05)",2242.0958,277.5187,47.3508,0.9995,0.9996,0.9898
"1**2 * Matern(length_scale=1, nu=1.5) + ExpSineSquared(length_scale=1, periodicity=1) + RBF(length_scale=1)","0.0544**2 * Matern(length_scale=776, nu=1.5) + ExpSineSquared(length_scale=3.21, periodicity=1.94) + RBF(length_scale=103)",2324.5984,251.5882,48.2141,0.9995,0.9873,-0.3666
"ExpSineSquared(length_scale=1, periodicity=1) * RBF(length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1) + RBF(length_scale=1)","ExpSineSquared(length_scale=3.47e+04, periodicity=10.5) * RBF(length_scale=17.6) + ExpSineSquared(length_scale=0.00819, periodicity=7.3e+04) + RBF(length_scale=1.26e+04)",2207.3748,234.7176,46.9827,0.9995,0.7372,-27.8784
"DotProduct(sigma_0=1) + ExpSineSquared(length_scale=1, periodicity=1) + RBF(length_scale=1) * WhiteKernel(noise_level=1)","DotProduct(sigma_0=1.72e-05) + ExpSineSquared(length_scale=3.19, periodicity=63.3) + RBF(length_scale=0.0019) * WhiteKernel(noise_level=1e-05)",2261.8708,278.0580,47.5591,0.9995,0.9996,0.9900
"DotProduct(sigma_0=1) + Matern(length_scale=1, nu=1.5) * ExpSineSquared(length_scale=1, periodicity=1) + RBF(length_scale=1)","DotProduct(sigma_0=0.00185) + Matern(length_scale=1e+05, nu=1.5) * ExpSineSquared(length_scale=573, periodicity=4.48e+03) + RBF(length_scale=1.37e+03)",6660.0283,237.4078,81.6090,0.9985,0.9990,0.9764
"ExpSineSquared(length_scale=1, periodicity=1) + 1**2 * RBF(length_scale=1) + Matern(length_scale=1, nu=1.5)","ExpSineSquared(length_scale=0.988, periodicity=1) + 5.92**2 * RBF(length_scale=285) + Matern(length_scale=74.8, nu=1.5)",2366.8670,246.8152,48.6505,0.9995,0.9841,-0.7146
"ExpSineSquared(length_scale=1, periodicity=1) + Matern(length_scale=1, nu=1.5) + RBF(length_scale=1) * RBF(length_scale=1)","ExpSineSquared(length_scale=0.0186, periodicity=1) + Matern(length_scale=74.3, nu=1.5) + RBF(length_scale=201) * RBF(length_scale=201)",2358.2658,241.6214,48.5620,0.9995,0.9117,-8.6813
"1**2 * ExpSineSquared(length_scale=1, periodicity=1) + RBF(length_scale=1) * RBF(length_scale=1)","20.6**2 * ExpSineSquared(length_scale=1, periodicity=1) + RBF(length_scale=3.12e+04) * RBF(length_scale=3.12e+04)",6597.9625,235.8732,81.2278,0.9985,0.9990,0.9751
"RBF(length_scale=1) + DotProduct(sigma_0=1) + ExpSineSquared(length_scale=1, periodicity=1) * RBF(length_scale=1)","RBF(length_scale=1e+05) + DotProduct(sigma_0=1e-05) + ExpSineSquared(length_scale=15.6, periodicity=0.969) * RBF(length_scale=1e+05)",2263.8490,285.2177,47.5799,0.9995,0.9996,0.9901
"RBF(length_scale=1) + 1**2 + ExpSineSquared(length_scale=1, periodicity=1) * DotProduct(sigma_0=1)","RBF(length_scale=17.5) + 0.00316**2 + ExpSineSquared(length_scale=1e+05, periodicity=1e+05) * DotProduct(sigma_0=1e-05)",2176.1077,241.8247,46.6488,0.9995,0.9977,0.7729
"DotProduct(sigma_0=1) + ExpSineSquared(length_scale=1, periodicity=1) + RBF(length_scale=1) * RBF(length_scale=1)","DotProduct(sigma_0=0.0175) + ExpSineSquared(length_scale=1.07, periodicity=1.01) + RBF(length_scale=1e+05) * RBF(length_scale=1e+05)",2239.0730,263.6950,47.3188,0.9995,0.9997,0.9907
"DotProduct(sigma_0=1) * RBF(length_scale=1) + Matern(length_scale=1, nu=1.5) * ExpSineSquared(length_scale=1, periodicity=1)","DotProduct(sigma_0=0.00299) * RBF(length_scale=1e+05) + Matern(length_scale=74.8, nu=1.5) * ExpSineSquared(length_scale=1, periodicity=1)",2368.8521,246.1777,48.6709,0.9995,0.9976,0.7715
"RBF(length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1) * WhiteKernel(noise_level=1) * RBF(length_scale=1)","RBF(length_scale=107) + ExpSineSquared(length_scale=0.000322, periodicity=0.000136) * WhiteKernel(noise_level=1e-05) * RBF(length_scale=0.495)",6605.4147,204.0052,81.2737,0.9985,0.9855,-0.5046
"RBF(length_scale=1) + 1**2 + WhiteKernel(noise_level=1) * ExpSineSquared(length_scale=1, periodicity=1)","RBF(length_scale=17.8) + 3.49**2 + WhiteKernel(noise_level=1e-05) * ExpSineSquared(length_scale=6.88, periodicity=0.319)",2273.6846,224.9392,47.6832,0.9995,0.5922,-43.8320
"WhiteKernel(noise_level=1) + RBF(length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1) * RBF(length_scale=1)","WhiteKernel(noise_level=1e-05) + RBF(length_scale=124) + ExpSineSquared(length_scale=0.0114, periodicity=9.73e+03) * RBF(length_scale=8.6e+04)",2211.9062,230.8206,47.0309,0.9995,0.6578,-36.6135
"RBF(length_scale=1) + RBF(length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1) * ExpSineSquared(length_scale=1, periodicity=1)","RBF(length_scale=118) + RBF(length_scale=118) + ExpSineSquared(length_scale=4.56, periodicity=1.02) * ExpSineSquared(length_scale=4.56, periodicity=1.02)",2260.4858,261.2167,47.5446,0.9995,0.9912,0.0612
"RBF(length_scale=1) + DotProduct(sigma_0=1) * ExpSineSquared(length_scale=1, periodicity=1) + RBF(length_scale=1)","RBF(length_scale=3.65e+04) + DotProduct(sigma_0=0.000523) * ExpSineSquared(length_scale=339, periodicity=4.34e+04) + RBF(length_scale=9.98e+04)",6660.0569,237.4073,81.6092,0.9985,0.9990,0.9764
"1**2 + RBF(length_scale=1) * Matern(length_scale=1, nu=1.5) * ExpSineSquared(length_scale=1, periodicity=1)","3.56**2 + RBF(length_scale=107) * Matern(length_scale=1.17e+04, nu=1.5) * ExpSineSquared(length_scale=20.8, periodicity=0.0434)",2348.4033,258.4368,48.4603,0.9995,0.9902,-0.0433
"RBF(length_scale=1) * Matern(length_scale=1, nu=1.5) + 1**2 + ExpSineSquared(length_scale=1, periodicity=1)","RBF(length_scale=71.2) * Matern(length_scale=2.04e+04, nu=1.5) + 3.5**2 + ExpSineSquared(length_scale=1.08, periodicity=1.01)",2225.5407,245.8386,47.1756,0.9995,0.9637,-2.9606
"ExpSineSquared(length_scale=1, periodicity=1) * DotProduct(sigma_0=1) + RBF(length_scale=1) + WhiteKernel(noise_level=1)","ExpSineSquared(length_scale=1e+05, periodicity=1e+05) * DotProduct(sigma_0=0.000963) + RBF(length_scale=1.29e+03) + WhiteKernel(noise_level=1e-05)",6659.8436,237.7158,81.6079,0.9985,0.9990,0.9764
"RBF(length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1) * Matern(length_scale=1, nu=1.5) * 1**2","RBF(length_scale=214) + ExpSineSquared(length_scale=811, periodicity=0.00174) * Matern(length_scale=210, nu=1.5) * 4.44**2",2353.8328,245.4161,48.5163,0.9995,0.9634,-2.9918
"1**2 * Matern(length_scale=1, nu=1.5) + RBF(length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1)","0.0544**2 * Matern(length_scale=776, nu=1.5) + RBF(length_scale=103) + ExpSineSquared(length_scale=3.21, periodicity=1.94)",2324.5984,251.5882,48.2141,0.9995,0.9873,-0.3666
"ExpSineSquared(length_scale=1, periodicity=1) * DotProduct(sigma_0=1) + 1**2 + RBF(length_scale=1)","ExpSineSquared(length_scale=39.5, periodicity=0.66) * DotProduct(sigma_0=0.00444) + 0.108**2 + RBF(length_scale=1e+05)",3635.4091,257.5506,60.2944,0.9992,0.9994,0.9855
"RBF(length_scale=1) + Matern(length_scale=1, nu=1.5) * DotProduct(sigma_0=1) * ExpSineSquared(length_scale=1, periodicity=1)","RBF(length_scale=17.5) + Matern(length_scale=1e+05, nu=1.5) * DotProduct(sigma_0=0.409) * ExpSineSquared(length_scale=1, periodicity=1)",2176.1036,241.6356,46.6487,0.9995,0.9976,0.7622
"Matern(length_scale=1, nu=1.5) * RBF(length_scale=1) + 1**2 * ExpSineSquared(length_scale=1, periodicity=1)","Matern(length_scale=74.8, nu=1.5) * RBF(length_scale=7.65e+04) + 5.97**2 * ExpSineSquared(length_scale=0.0179, periodicity=1e+05)",2366.8371,246.8178,48.6501,0.9995,0.9841,-0.7214
"RBF(length_scale=1) * Matern(length_scale=1, nu=1.5) + 1**2 * ExpSineSquared(length_scale=1, periodicity=1)","RBF(length_scale=102) * Matern(length_scale=3.85e+03, nu=1.5) + 3.56**2 * ExpSineSquared(length_scale=54.6, periodicity=31.7)",2343.5559,261.9668,48.4103,0.9995,0.9892,-0.1576
"ExpSineSquared(length_scale=1, periodicity=1) + 1**2 + DotProduct(sigma_0=1) * RBF(length_scale=1)","ExpSineSquared(length_scale=1e-05, periodicity=1e-05) + 0.00316**2 + DotProduct(sigma_0=0.00153) * RBF(length_scale=1e+05)",6625.0528,236.3912,81.3944,0.9985,0.9990,0.9734
"DotProduct(sigma_0=1) * RBF(length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1)","DotProduct(sigma_0=0.00738) * RBF(length_scale=1e+05) + ExpSineSquared(length_scale=1.61, periodicity=1.01)",2230.0766,269.3617,47.2237,0.9995,0.9996,0.9893
"ExpSineSquared(length_scale=1, periodicity=1) + ExpSineSquared(length_scale=1, periodicity=1) + RBF(length_scale=1) * RBF(length_scale=1)","ExpSineSquared(length_scale=1, periodicity=1) + ExpSineSquared(length_scale=1, periodicity=1) + RBF(length_scale=348) * RBF(length_scale=348)",6497.3634,223.6096,80.6062,0.9985,0.9945,0.4781
"ExpSineSquared(length_scale=1, periodicity=1) * RBF(length_scale=1) * 1**2 + WhiteKernel(noise_level=1)","ExpSineSquared(length_scale=446, periodicity=31.6) * RBF(length_scale=1.64e+03) * 28.7**2 + WhiteKernel(noise_level=1e-05)",2253.9903,283.1197,47.4762,0.9995,0.9996,0.9898
"RBF(length_scale=1) + WhiteKernel(noise_level=1) + ExpSineSquared(length_scale=1, periodicity=1) * RBF(length_scale=1)","RBF(length_scale=17.7) + WhiteKernel(noise_level=1e-05) + ExpSineSquared(length_scale=1e+05, periodicity=0.0394) * RBF(length_scale=124)",2211.9051,230.8201,47.0309,0.9995,0.6578,-36.6135
"WhiteKernel(noise_level=1) * RBF(length_scale=1) * RBF(length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1)","WhiteKernel(noise_level=1e-05) * RBF(length_scale=0.000723) * RBF(length_scale=1.12e+04) + ExpSineSquared(length_scale=0.674, periodicity=1.04e+03)",6602.6791,204.3975,81.2569,0.9985,0.9851,-0.5511
"RBF(length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1) * DotProduct(sigma_0=1) + RBF(length_scale=1)","RBF(length_scale=2.95e+03) + ExpSineSquared(length_scale=2.52e+03, periodicity=0.0713) * DotProduct(sigma_0=0.161) + RBF(length_scale=7.01e+04)",3641.3405,269.1032,60.3435,0.9992,0.9994,0.9848
"ExpSineSquared(length_scale=1, periodicity=1) * Matern(length_scale=1, nu=1.5) + RBF(length_scale=1)","ExpSineSquared(length_scale=21.5, periodicity=31.7) * Matern(length_scale=176, nu=1.5) + RBF(length_scale=2.72e+04)",2193.7190,249.8270,46.8372,0.9995,0.9707,-2.1969
"ExpSineSquared(length_scale=1, periodicity=1) * RBF(length_scale=1) + RBF(length_scale=1) * ExpSineSquared(length_scale=1, periodicity=1)","ExpSineSquared(length_scale=1e+05, periodicity=0.758) * RBF(length_scale=124) + RBF(length_scale=17.7) * ExpSineSquared(length_scale=4.29e+04, periodicity=4.7e+03)",2211.7982,230.9039,47.0298,0.9995,0.6578,-36.6113
"RBF(length_scale=1) + WhiteKernel(noise_level=1) * ExpSineSquared(length_scale=1, periodicity=1) + 1**2","RBF(length_scale=17.8) + WhiteKernel(noise_level=1e-05) * ExpSineSquared(length_scale=14.9, periodicity=588) + 3.49**2",2273.6840,224.9392,47.6832,0.9995,0.5922,-43.8320
"DotProduct(sigma_0=1) + Matern(length_scale=1, nu=1.5) * RBF(length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1)","DotProduct(sigma_0=0.00104) + Matern(length_scale=1e+05, nu=1.5) * RBF(length_scale=1e+05) + ExpSineSquared(length_scale=0.999, periodicity=1)",6660.1569,237.4077,81.6098,0.9985,0.9990,0.9764
"DotProduct(sigma_0=1) + ExpSineSquared(length_scale=1, periodicity=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1)","DotProduct(sigma_0=3.62e+04) + ExpSineSquared(length_scale=21.7, periodicity=0.000743) * RBF(length_scale=83.4) + WhiteKernel(noise_level=1e-05)",2240.2346,261.0115,47.3311,0.9995,0.9995,0.9732
"RBF(length_scale=1) + WhiteKernel(noise_level=1) + DotProduct(sigma_0=1) * ExpSineSquared(length_scale=1, periodicity=1)","RBF(length_scale=17.5) + WhiteKernel(noise_level=1e-05) + DotProduct(sigma_0=0.0013) * ExpSineSquared(length_scale=1.08e+04, periodicity=8.34e+03)",2176.1762,241.7406,46.6495,0.9995,0.9977,0.7729
"WhiteKernel(noise_level=1) + ExpSineSquared(length_scale=1, periodicity=1) * RBF(length_scale=1) + DotProduct(sigma_0=1)","WhiteKernel(noise_level=1e-05) + ExpSineSquared(length_scale=15.6, periodicity=0.125) * RBF(length_scale=1e+05) + DotProduct(sigma_0=0.00584)",2263.8454,285.4743,47.5799,0.9995,0.9996,0.9901
"RBF(length_scale=1) * ExpSineSquared(length_scale=1, periodicity=1) + Matern(length_scale=1, nu=1.5) * DotProduct(sigma_0=1)","RBF(length_scale=1e+05) * ExpSineSquared(length_scale=1.07, periodicity=0.992) + Matern(length_scale=1e+05, nu=1.5) * DotProduct(sigma_0=1e-05)",2237.7105,261.8186,47.3044,0.9995,0.9997,0.9907
"RBF(length_scale=1) * ExpSineSquared(length_scale=1, periodicity=1) + WhiteKernel(noise_level=1) * DotProduct(sigma_0=1)","RBF(length_scale=199) * ExpSineSquared(length_scale=1, periodicity=1) + WhiteKernel(noise_level=1e-05) * DotProduct(sigma_0=0.15)",14108.8051,-14.3590,118.7805,0.9968,0.9006,-9.7489
"Matern(length_scale=1, nu=1.5) + ExpSineSquared(length_scale=1, periodicity=1) + DotProduct(sigma_0=1) * RBF(length_scale=1)","Matern(length_scale=74.9, nu=1.5) + ExpSineSquared(length_scale=1, periodicity=1) + DotProduct(sigma_0=0.00192) * RBF(length_scale=1e+05)",2369.9360,245.8055,48.6820,0.9995,0.9976,0.7699
"Matern(length_scale=1, nu=1.5) * ExpSineSquared(length_scale=1, periodicity=1) + RBF(length_scale=1) + RBF(length_scale=1)","Matern(length_scale=74.3, nu=1.5) * ExpSineSquared(length_scale=1.01, periodicity=1) + RBF(length_scale=142) + RBF(length_scale=142)",2358.0797,241.6215,48.5601,0.9995,0.9117,-8.6830
"RBF(length_scale=1) + WhiteKernel(noise_level=1) * ExpSineSquared(length_scale=1, periodicity=1) * DotProduct(sigma_0=1)","RBF(length_scale=91.8) + WhiteKernel(noise_level=1e-05) * ExpSineSquared(length_scale=8.92e+04, periodicity=2.01e-05) * DotProduct(sigma_0=1e-05)",14378.8918,-14.8854,119.9120,0.9967,0.8982,-10.0064
"WhiteKernel(noise_level=1) + RBF(length_scale=1) * ExpSineSquared(length_scale=1, periodicity=1) + DotProduct(sigma_0=1)","WhiteKernel(noise_level=1e-05) + RBF(length_scale=1.3e+03) * ExpSineSquared(length_scale=1.82, periodicity=3.14e+04) + DotProduct(sigma_0=0.000122)",6659.7982,237.7158,81.6076,0.9985,0.9990,0.9764
"1**2 * RBF(length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1) * Matern(length_scale=1, nu=1.5)","5.97**2 * RBF(length_scale=285) + ExpSineSquared(length_scale=80.4, periodicity=1.11e+03) * Matern(length_scale=74.8, nu=1.5)",2366.8368,246.8178,48.6501,0.9995,0.9841,-0.7213
"ExpSineSquared(length_scale=1, periodicity=1) + RBF(length_scale=1) + RBF(length_scale=1) * RBF(length_scale=1)","ExpSineSquared(length_scale=1.58e+04, periodicity=0.00122) + RBF(length_scale=17.6) + RBF(length_scale=5.56e+04) * RBF(length_scale=95.2)",2207.3794,234.7170,46.9828,0.9995,0.7372,-27.8819
"DotProduct(sigma_0=1) * WhiteKernel(noise_level=1) + RBF(length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1)","DotProduct(sigma_0=1e-05) * WhiteKernel(noise_level=1e-05) + RBF(length_scale=150) + ExpSineSquared(length_scale=0.00847, periodicity=6.57e+04)",9850.6079,-3.2905,99.2502,0.9977,0.9402,-5.4522
"1**2 + RBF(length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1) * DotProduct(sigma_0=1)","0.402**2 + RBF(length_scale=1e+05) + ExpSineSquared(length_scale=2.15e+03, periodicity=0.969) * DotProduct(sigma_0=0.084)",3640.3481,269.3364,60.3353,0.9992,0.9994,0.9846
"RBF(length_scale=1) * ExpSineSquared(length_scale=1, periodicity=1) + DotProduct(sigma_0=1) * 1**2","RBF(length_scale=1e+05) * ExpSineSquared(length_scale=15.6, periodicity=31.6) + DotProduct(sigma_0=0.00616) * 0.0301**2",2263.8430,288.5700,47.5799,0.9995,0.9996,0.9901
"WhiteKernel(noise_level=1) * DotProduct(sigma_0=1) * ExpSineSquared(length_scale=1, periodicity=1) + RBF(length_scale=1)","WhiteKernel(noise_level=1e-05) * DotProduct(sigma_0=3.9e-05) * ExpSineSquared(length_scale=1.24e+03, periodicity=0.441) + RBF(length_scale=91.8)",14378.8918,-14.8854,119.9120,0.9967,0.8982,-10.0064
"Matern(length_scale=1, nu=1.5) * ExpSineSquared(length_scale=1, periodicity=1) + 1**2 * RBF(length_scale=1)","Matern(length_scale=74.8, nu=1.5) * ExpSineSquared(length_scale=6.99, periodicity=1e+05) + 5.97**2 * RBF(length_scale=285)",2366.8322,246.8179,48.6501,0.9995,0.9841,-0.7214
