kernel_str,learned_kernel,mse,lml,std,R2_tr,R2,R2_test
"RBF(length_scale=1) * RBF(length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1) * RBF(length_scale=1)","RBF(length_scale=158) * RBF(length_scale=158) + ExpSineSquared(length_scale=1.13, periodicity=1.01) * RBF(length_scale=428)",2228.6417,239.7880,47.2085,0.9995,0.9169,-8.1128
"ExpSineSquared(length_scale=1, periodicity=1) * 1**2 + RBF(length_scale=1) + WhiteKernel(noise_level=1)","ExpSineSquared(length_scale=0.0632, periodicity=1e+05) * 17.7**2 + RBF(length_scale=2.13e+04) + WhiteKernel(noise_level=1e-05)",6597.7052,236.0306,81.2263,0.9985,0.9990,0.9750
"WhiteKernel(noise_level=1) + ExpSineSquared(length_scale=1, periodicity=1) * RBF(length_scale=1) + 1**2","WhiteKernel(noise_level=1e-05) + ExpSineSquared(length_scale=1.17, periodicity=0.992) * RBF(length_scale=89.4) + 3.46**2",2286.9888,231.1175,47.8225,0.9995,0.7942,-21.6131
"1**2 + DotProduct(sigma_0=1) * RBF(length_scale=1) * ExpSineSquared(length_scale=1, periodicity=1)","219**2 + DotProduct(sigma_0=0.0889) * RBF(length_scale=8.01e+04) * ExpSineSquared(length_scale=1.34e+04, periodicity=2.46e-05)",4233.2206,249.7503,65.0632,0.9990,0.9994,0.9888
"ExpSineSquared(length_scale=1, periodicity=1) * 1**2 + WhiteKernel(noise_level=1) * RBF(length_scale=1)","ExpSineSquared(length_scale=0.0631, periodicity=1e+05) * 17.6**2 + WhiteKernel(noise_level=1e-05) * RBF(length_scale=3.25e+03)",6597.6739,236.0328,81.2261,0.9985,0.9990,0.9750
"Matern(length_scale=1, nu=1.5) * RBF(length_scale=1) * RBF(length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1)","Matern(length_scale=759, nu=1.5) * RBF(length_scale=2.03e+04) * RBF(length_scale=102) + ExpSineSquared(length_scale=3.22, periodicity=2.07)",2279.4406,251.6090,47.7435,0.9995,0.9853,-0.5823
"ExpSineSquared(length_scale=1, periodicity=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1) * 1**2","ExpSineSquared(length_scale=31.3, periodicity=6.26e-05) * RBF(length_scale=114) + WhiteKernel(noise_level=0.0101) * 0.0497**2",2393.2672,245.9326,48.9210,0.9994,0.9867,-0.4340
"1**2 * RBF(length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1) + Matern(length_scale=1, nu=1.5)","5.92**2 * RBF(length_scale=285) + ExpSineSquared(length_scale=0.988, periodicity=1) + Matern(length_scale=74.8, nu=1.5)",2366.8670,246.8152,48.6505,0.9995,0.9841,-0.7146
"WhiteKernel(noise_level=1) + RBF(length_scale=1) * ExpSineSquared(length_scale=1, periodicity=1) + 1**2","WhiteKernel(noise_level=1e-05) + RBF(length_scale=113) * ExpSineSquared(length_scale=20.3, periodicity=0.000415) + 0.00712**2",2350.2691,247.1974,48.4796,0.9995,0.9856,-0.5509
"DotProduct(sigma_0=1) * Matern(length_scale=1, nu=1.5) + ExpSineSquared(length_scale=1, periodicity=1) * RBF(length_scale=1)","DotProduct(sigma_0=1e-05) * Matern(length_scale=1e+05, nu=1.5) + ExpSineSquared(length_scale=1.07, periodicity=0.992) * RBF(length_scale=9.53e+04)",2238.1313,261.8182,47.3089,0.9995,0.9997,0.9907
"WhiteKernel(noise_level=1) + RBF(length_scale=1) * RBF(length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1)","WhiteKernel(noise_level=1e-05) + RBF(length_scale=107) * RBF(length_scale=2.13e+04) + ExpSineSquared(length_scale=0.0751, periodicity=1.4e+04)",6523.3826,219.2698,80.7675,0.9985,0.9918,0.1882
"RBF(length_scale=1) + DotProduct(sigma_0=1) * RBF(length_scale=1) * ExpSineSquared(length_scale=1, periodicity=1)","RBF(length_scale=6.86e+03) + DotProduct(sigma_0=0.000129) * RBF(length_scale=1e+05) * ExpSineSquared(length_scale=2.52e+03, periodicity=0.00364)",3636.6601,267.6209,60.3047,0.9992,0.9994,0.9842
"ExpSineSquared(length_scale=1, periodicity=1) * ExpSineSquared(length_scale=1, periodicity=1) * RBF(length_scale=1) + RBF(length_scale=1)","ExpSineSquared(length_scale=20.3, periodicity=31.8) * ExpSineSquared(length_scale=2.14e+03, periodicity=420) * RBF(length_scale=119) + RBF(length_scale=159)",2274.8754,262.4414,47.6957,0.9995,0.9925,0.2007
"ExpSineSquared(length_scale=1, periodicity=1) * RBF(length_scale=1) + Matern(length_scale=1, nu=1.5) * DotProduct(sigma_0=1)","ExpSineSquared(length_scale=1.07, periodicity=0.992) * RBF(length_scale=1e+05) + Matern(length_scale=1e+05, nu=1.5) * DotProduct(sigma_0=1e-05)",2237.7076,261.8186,47.3044,0.9995,0.9997,0.9907
"1**2 + RBF(length_scale=1) * WhiteKernel(noise_level=1) + ExpSineSquared(length_scale=1, periodicity=1)","3.49**2 + RBF(length_scale=55.2) * WhiteKernel(noise_level=1e-05) + ExpSineSquared(length_scale=0.374, periodicity=1)",2284.0096,225.9506,47.7913,0.9995,0.2875,-77.3559
"RBF(length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1) + Matern(length_scale=1, nu=1.5) * 1**2","RBF(length_scale=210) + ExpSineSquared(length_scale=1e+05, periodicity=1.16) + Matern(length_scale=206, nu=1.5) * 4.33**2",2406.1619,245.3552,49.0526,0.9994,0.9636,-2.9781
"RBF(length_scale=1) * DotProduct(sigma_0=1) + ExpSineSquared(length_scale=1, periodicity=1) + 1**2","RBF(length_scale=1e+05) * DotProduct(sigma_0=0.000635) + ExpSineSquared(length_scale=726, periodicity=1e+05) + 0.00316**2",6621.5211,236.3747,81.3727,0.9985,0.9990,0.9735
"ExpSineSquared(length_scale=1, periodicity=1) * 1**2 * Matern(length_scale=1, nu=1.5) + RBF(length_scale=1)","ExpSineSquared(length_scale=1e+05, periodicity=19.1) * 4.38**2 * Matern(length_scale=208, nu=1.5) + RBF(length_scale=211)",2406.2964,245.3639,49.0540,0.9994,0.9632,-3.0164
"ExpSineSquared(length_scale=1, periodicity=1) * RBF(length_scale=1) + 1**2 + WhiteKernel(noise_level=1)","ExpSineSquared(length_scale=1.17, periodicity=0.992) * RBF(length_scale=89.4) + 3.46**2 + WhiteKernel(noise_level=1e-05)",2286.9888,231.1175,47.8225,0.9995,0.7942,-21.6131
"RBF(length_scale=1) + DotProduct(sigma_0=1) * ExpSineSquared(length_scale=1, periodicity=1) + Matern(length_scale=1, nu=1.5)","RBF(length_scale=1.37e+03) + DotProduct(sigma_0=0.00376) * ExpSineSquared(length_scale=5.65e+04, periodicity=1e-05) + Matern(length_scale=1e+05, nu=1.5)",6660.0244,237.4078,81.6090,0.9985,0.9990,0.9764
"1**2 * RBF(length_scale=1) * ExpSineSquared(length_scale=1, periodicity=1) + DotProduct(sigma_0=1)","0.0852**2 * RBF(length_scale=9.95e+04) * ExpSineSquared(length_scale=0.533, periodicity=0.99) + DotProduct(sigma_0=1e-05)",2242.0902,277.5187,47.3507,0.9995,0.9996,0.9898
"1**2 * ExpSineSquared(length_scale=1, periodicity=1) * Matern(length_scale=1, nu=1.5) + RBF(length_scale=1)","4.49**2 * ExpSineSquared(length_scale=1e+05, periodicity=3.36) * Matern(length_scale=211, nu=1.5) + RBF(length_scale=2.21e+03)",2406.6229,245.3429,49.0573,0.9994,0.9638,-2.9524
"RBF(length_scale=1) * ExpSineSquared(length_scale=1, periodicity=1) + RBF(length_scale=1) + WhiteKernel(noise_level=1)","RBF(length_scale=124) * ExpSineSquared(length_scale=3.32e+04, periodicity=25.1) + RBF(length_scale=17.7) + WhiteKernel(noise_level=1e-05)",2211.9052,230.8201,47.0309,0.9995,0.6578,-36.6135
"1**2 + ExpSineSquared(length_scale=1, periodicity=1) * RBF(length_scale=1) * DotProduct(sigma_0=1)","0.00316**2 + ExpSineSquared(length_scale=1e+05, periodicity=1e-05) * RBF(length_scale=1e+05) * DotProduct(sigma_0=1e-05)",6627.6049,240.2210,81.4101,0.9985,0.9990,0.9722
"DotProduct(sigma_0=1) + RBF(length_scale=1) * ExpSineSquared(length_scale=1, periodicity=1) * RBF(length_scale=1)","DotProduct(sigma_0=1e-05) + RBF(length_scale=1e+05) * ExpSineSquared(length_scale=15.6, periodicity=1.03) * RBF(length_scale=1e+05)",2263.8409,285.5651,47.5798,0.9995,0.9996,0.9901
"ExpSineSquared(length_scale=1, periodicity=1) + DotProduct(sigma_0=1) * 1**2 + RBF(length_scale=1)","ExpSineSquared(length_scale=15.6, periodicity=0.125) + DotProduct(sigma_0=12.1) * 0.0281**2 + RBF(length_scale=2.02e+03)",2263.8312,288.1809,47.5797,0.9995,0.9996,0.9901
"Matern(length_scale=1, nu=1.5) + ExpSineSquared(length_scale=1, periodicity=1) * RBF(length_scale=1) + DotProduct(sigma_0=1)","Matern(length_scale=1e+05, nu=1.5) + ExpSineSquared(length_scale=1.07, periodicity=0.992) * RBF(length_scale=1e+05) + DotProduct(sigma_0=0.00483)",2239.0049,263.6932,47.3181,0.9995,0.9997,0.9907
"ExpSineSquared(length_scale=1, periodicity=1) + DotProduct(sigma_0=1) * RBF(length_scale=1) + 1**2","ExpSineSquared(length_scale=1.3, periodicity=0.00038) + DotProduct(sigma_0=52.7) * RBF(length_scale=3.67e+03) + 0.258**2",2181.9531,260.6888,46.7114,0.9995,0.9996,0.9888
"ExpSineSquared(length_scale=1, periodicity=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1)","ExpSineSquared(length_scale=3.19, periodicity=63.3) + WhiteKernel(noise_level=1e-05) + 22.2**2 * RBF(length_scale=1.27e+03)",2253.1052,275.6863,47.4669,0.9995,0.9996,0.9890
"RBF(length_scale=1) * ExpSineSquared(length_scale=1, periodicity=1) + RBF(length_scale=1) * Matern(length_scale=1, nu=1.5)","RBF(length_scale=140) * ExpSineSquared(length_scale=1, periodicity=1) + RBF(length_scale=1e+05) * Matern(length_scale=74.8, nu=1.5)",2368.2949,237.8461,48.6651,0.9995,0.8831,-11.8310
"ExpSineSquared(length_scale=1, periodicity=1) * 1**2 + RBF(length_scale=1) * Matern(length_scale=1, nu=1.5)","ExpSineSquared(length_scale=0.0632, periodicity=1e+05) * 17.7**2 + RBF(length_scale=5.73e+04) * Matern(length_scale=3.85e+04, nu=1.5)",6597.7034,236.0699,81.2262,0.9985,0.9990,0.9750
"Matern(length_scale=1, nu=1.5) + ExpSineSquared(length_scale=1, periodicity=1) + RBF(length_scale=1) * 1**2","Matern(length_scale=74.8, nu=1.5) + ExpSineSquared(length_scale=0.988, periodicity=1) + RBF(length_scale=285) * 5.92**2",2366.8641,246.8152,48.6504,0.9995,0.9841,-0.7145
"RBF(length_scale=1) * 1**2 + ExpSineSquared(length_scale=1, periodicity=1) * WhiteKernel(noise_level=1)","RBF(length_scale=1e+03) * 17.7**2 + ExpSineSquared(length_scale=9.03, periodicity=0.00271) * WhiteKernel(noise_level=1e-05)",6597.6871,236.0338,81.2261,0.9985,0.9990,0.9750
"Matern(length_scale=1, nu=1.5) * RBF(length_scale=1) + RBF(length_scale=1) * ExpSineSquared(length_scale=1, periodicity=1)","Matern(length_scale=74.8, nu=1.5) * RBF(length_scale=1e+05) + RBF(length_scale=140) * ExpSineSquared(length_scale=0.999, periodicity=1)",2368.2702,237.8461,48.6649,0.9995,0.8831,-11.8301
"ExpSineSquared(length_scale=1, periodicity=1) * RBF(length_scale=1) * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1)","ExpSineSquared(length_scale=39.5, periodicity=63.1) * RBF(length_scale=1e+05) * DotProduct(sigma_0=2.44e-05) + WhiteKernel(noise_level=1e-05)",3645.3722,259.4007,60.3769,0.9992,0.9994,0.9823
"1**2 * RBF(length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1) + RBF(length_scale=1)","21.5**2 * RBF(length_scale=1.23e+03) + ExpSineSquared(length_scale=3.15, periodicity=2.07) + RBF(length_scale=2.14e+03)",2231.2562,275.9138,47.2362,0.9995,0.9996,0.9889
"WhiteKernel(noise_level=1) * RBF(length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1) + DotProduct(sigma_0=1)","WhiteKernel(noise_level=1e-05) * RBF(length_scale=1.33e+03) + ExpSineSquared(length_scale=2.97e+03, periodicity=3.03e-05) + DotProduct(sigma_0=0.0235)",6665.7386,237.7162,81.6440,0.9985,0.9990,0.9764
"Matern(length_scale=1, nu=1.5) * RBF(length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1) * 1**2","Matern(length_scale=73.5, nu=1.5) * RBF(length_scale=7.53e+03) + ExpSineSquared(length_scale=1e+05, periodicity=1.47) * 3.47**2",2380.7426,236.5005,48.7929,0.9995,0.8935,-10.6862
"ExpSineSquared(length_scale=1, periodicity=1) * DotProduct(sigma_0=1) + RBF(length_scale=1) * RBF(length_scale=1)","ExpSineSquared(length_scale=2.52e+03, periodicity=31.6) * DotProduct(sigma_0=0.00737) + RBF(length_scale=1.92e+04) * RBF(length_scale=1.83e+04)",3641.4197,269.4575,60.3442,0.9992,0.9994,0.9848
"ExpSineSquared(length_scale=1, periodicity=1) * Matern(length_scale=1, nu=1.5) + RBF(length_scale=1) + 1**2","ExpSineSquared(length_scale=1e+05, periodicity=1e+05) * Matern(length_scale=73.7, nu=1.5) + RBF(length_scale=104) + 3.36**2",2367.5675,242.0329,48.6577,0.9995,0.9271,-6.9846
"ExpSineSquared(length_scale=1, periodicity=1) + Matern(length_scale=1, nu=1.5) + RBF(length_scale=1) * DotProduct(sigma_0=1)","ExpSineSquared(length_scale=2.24e+04, periodicity=4.42e+03) + Matern(length_scale=74.9, nu=1.5) + RBF(length_scale=1e+05) * DotProduct(sigma_0=1e-05)",2369.9194,245.8055,48.6818,0.9995,0.9976,0.7699
"Matern(length_scale=1, nu=1.5) + ExpSineSquared(length_scale=1, periodicity=1) + 1**2 * RBF(length_scale=1)","Matern(length_scale=74.8, nu=1.5) + ExpSineSquared(length_scale=0.988, periodicity=1) + 5.92**2 * RBF(length_scale=285)",2366.8641,246.8152,48.6504,0.9995,0.9841,-0.7145
"ExpSineSquared(length_scale=1, periodicity=1) + RBF(length_scale=1) * Matern(length_scale=1, nu=1.5) * DotProduct(sigma_0=1)","ExpSineSquared(length_scale=0.997, periodicity=1) + RBF(length_scale=1e+05) * Matern(length_scale=1e+05, nu=1.5) * DotProduct(sigma_0=0.000694)",6618.5930,235.6726,81.3547,0.9985,0.9990,0.9736
"1**2 + ExpSineSquared(length_scale=1, periodicity=1) + WhiteKernel(noise_level=1) * RBF(length_scale=1)","3.49**2 + ExpSineSquared(length_scale=0.374, periodicity=314) + WhiteKernel(noise_level=1e-05) * RBF(length_scale=0.0394)",2284.0102,225.9506,47.7913,0.9995,0.2875,-77.3536
"ExpSineSquared(length_scale=1, periodicity=1) + DotProduct(sigma_0=1) * RBF(length_scale=1)","ExpSineSquared(length_scale=15.6, periodicity=0.000723) + DotProduct(sigma_0=1e-05) * RBF(length_scale=1e+05)",2262.8135,283.6754,47.5690,0.9995,0.9996,0.9902
"1**2 + RBF(length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1) * WhiteKernel(noise_level=1)","3.49**2 + RBF(length_scale=17.8) + ExpSineSquared(length_scale=0.00706, periodicity=0.000269) * WhiteKernel(noise_level=1e-05)",2273.6843,224.9392,47.6832,0.9995,0.5922,-43.8320
"DotProduct(sigma_0=1) * 1**2 + RBF(length_scale=1) * ExpSineSquared(length_scale=1, periodicity=1)","DotProduct(sigma_0=0.434) * 0.0301**2 + RBF(length_scale=8.98e+03) * ExpSineSquared(length_scale=15.6, periodicity=31.6)",2263.6993,288.5680,47.5783,0.9995,0.9996,0.9901
"ExpSineSquared(length_scale=1, periodicity=1) * WhiteKernel(noise_level=1) + RBF(length_scale=1) * 1**2","ExpSineSquared(length_scale=3.55, periodicity=1.6e-05) * WhiteKernel(noise_level=1e-05) + RBF(length_scale=1e+03) * 17.7**2",6597.6861,236.0338,81.2261,0.9985,0.9990,0.9750
"RBF(length_scale=1) + RBF(length_scale=1) * ExpSineSquared(length_scale=1, periodicity=1) + 1**2","RBF(length_scale=116) + RBF(length_scale=116) * ExpSineSquared(length_scale=84.2, periodicity=1.86e+04) + 3.71**2",6488.1082,224.6757,80.5488,0.9985,0.9945,0.4805
"Matern(length_scale=1, nu=1.5) + ExpSineSquared(length_scale=1, periodicity=1) * RBF(length_scale=1) * 1**2","Matern(length_scale=74.8, nu=1.5) + ExpSineSquared(length_scale=9.11e+04, periodicity=1.31e+03) * RBF(length_scale=285) * 5.97**2",2366.8358,246.8179,48.6501,0.9995,0.9841,-0.7213
"ExpSineSquared(length_scale=1, periodicity=1) * ExpSineSquared(length_scale=1, periodicity=1) + RBF(length_scale=1) * RBF(length_scale=1)","ExpSineSquared(length_scale=0.00675, periodicity=1e+05) * ExpSineSquared(length_scale=2.58e+04, periodicity=0.433) + RBF(length_scale=228) * RBF(length_scale=246)",6523.3213,219.3101,80.7671,0.9985,0.9919,0.1887
"RBF(length_scale=1) + DotProduct(sigma_0=1) * ExpSineSquared(length_scale=1, periodicity=1)","RBF(length_scale=101) + DotProduct(sigma_0=3.72e-05) * ExpSineSquared(length_scale=1.33e+04, periodicity=0.00203)",4059.0875,250.8681,63.7110,0.9991,0.9992,0.9688
"ExpSineSquared(length_scale=1, periodicity=1) + RBF(length_scale=1) * ExpSineSquared(length_scale=1, periodicity=1) * RBF(length_scale=1)","ExpSineSquared(length_scale=1.1, periodicity=1.01) + RBF(length_scale=104) * ExpSineSquared(length_scale=1, periodicity=1) * RBF(length_scale=104)",2230.0159,240.5504,47.2230,0.9995,0.9561,-3.7987
"RBF(length_scale=1) + WhiteKernel(noise_level=1) * DotProduct(sigma_0=1) + ExpSineSquared(length_scale=1, periodicity=1)","RBF(length_scale=88.6) + WhiteKernel(noise_level=1e-05) * DotProduct(sigma_0=0.0376) + ExpSineSquared(length_scale=0.0111, periodicity=8.53e+04)",9850.5843,-3.2906,99.2501,0.9977,0.9402,-5.4524
"1**2 + ExpSineSquared(length_scale=1, periodicity=1) + RBF(length_scale=1) * WhiteKernel(noise_level=1)","3.73**2 + ExpSineSquared(length_scale=0.513, periodicity=911) + RBF(length_scale=6) * WhiteKernel(noise_level=1e-05)",6355.6010,217.3045,79.7220,0.9985,0.9814,-0.9627
"ExpSineSquared(length_scale=1, periodicity=1) * RBF(length_scale=1) + RBF(length_scale=1) * Matern(length_scale=1, nu=1.5)","ExpSineSquared(length_scale=5.09e+04, periodicity=1.25e+03) * RBF(length_scale=140) + RBF(length_scale=1e+05) * Matern(length_scale=74.8, nu=1.5)",2368.2711,237.8461,48.6649,0.9995,0.8831,-11.8302
"RBF(length_scale=1) + 1**2 * ExpSineSquared(length_scale=1, periodicity=1) + RBF(length_scale=1)","RBF(length_scale=76.2) + 19.9**2 * ExpSineSquared(length_scale=317, periodicity=0.0303) + RBF(length_scale=3.51e+04)",2251.0649,260.6044,47.4454,0.9995,0.9821,-0.9411
"RBF(length_scale=1) * WhiteKernel(noise_level=1) + RBF(length_scale=1) * ExpSineSquared(length_scale=1, periodicity=1)","RBF(length_scale=1) * WhiteKernel(noise_level=1e-05) + RBF(length_scale=202) * ExpSineSquared(length_scale=1, periodicity=0.999)",6601.5258,204.4263,81.2498,0.9985,0.9850,-0.5607
"DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) * RBF(length_scale=1) * ExpSineSquared(length_scale=1, periodicity=1)","DotProduct(sigma_0=0.0188) + WhiteKernel(noise_level=1e-05) * RBF(length_scale=6.07e+04) * ExpSineSquared(length_scale=3.01e+03, periodicity=0.000685)",6679.9074,240.9916,81.7307,0.9985,0.9990,0.9765
"RBF(length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1) * RBF(length_scale=1)","RBF(length_scale=108) + ExpSineSquared(length_scale=0.829, periodicity=1.01) * RBF(length_scale=525)",2248.0420,235.3873,47.4135,0.9995,0.9097,-8.9067
"ExpSineSquared(length_scale=1, periodicity=1) + RBF(length_scale=1) * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1)","ExpSineSquared(length_scale=15.6, periodicity=0.0501) + RBF(length_scale=1e+05) * DotProduct(sigma_0=1.21e-05) + WhiteKernel(noise_level=1e-05)",2262.8193,283.5851,47.5691,0.9995,0.9996,0.9902
"ExpSineSquared(length_scale=1, periodicity=1) * WhiteKernel(noise_level=1) + RBF(length_scale=1) * RBF(length_scale=1)","ExpSineSquared(length_scale=0.00118, periodicity=3.78e-05) * WhiteKernel(noise_level=1e-05) + RBF(length_scale=128) * RBF(length_scale=193)",6605.4147,204.0052,81.2737,0.9985,0.9855,-0.5046
"1**2 * ExpSineSquared(length_scale=1, periodicity=1) + DotProduct(sigma_0=1) * RBF(length_scale=1)","0.00316**2 * ExpSineSquared(length_scale=1e+05, periodicity=19.9) + DotProduct(sigma_0=1e-05) * RBF(length_scale=1e+05)",6627.6050,240.2210,81.4101,0.9985,0.9990,0.9722
"ExpSineSquared(length_scale=1, periodicity=1) * Matern(length_scale=1, nu=1.5) * DotProduct(sigma_0=1) + RBF(length_scale=1)","ExpSineSquared(length_scale=1, periodicity=1) * Matern(length_scale=1e+05, nu=1.5) * DotProduct(sigma_0=0.409) + RBF(length_scale=17.5)",2176.0989,241.6355,46.6487,0.9995,0.9976,0.7622
"ExpSineSquared(length_scale=1, periodicity=1) + RBF(length_scale=1) + 1**2 * Matern(length_scale=1, nu=1.5)","ExpSineSquared(length_scale=0.634, periodicity=1e+03) + RBF(length_scale=153) + 0.0913**2 * Matern(length_scale=11.2, nu=1.5)",2336.7552,241.8969,48.3400,0.9995,0.9717,-2.0821
"WhiteKernel(noise_level=1) + RBF(length_scale=1) * ExpSineSquared(length_scale=1, periodicity=1) + RBF(length_scale=1)","WhiteKernel(noise_level=1e-05) + RBF(length_scale=107) * ExpSineSquared(length_scale=5.4e+04, periodicity=0.0143) + RBF(length_scale=167)",6523.3814,219.2710,80.7675,0.9985,0.9919,0.1883
"RBF(length_scale=1) * RBF(length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1)","RBF(length_scale=7.88e+03) * RBF(length_scale=103) + ExpSineSquared(length_scale=3.21, periodicity=0.105)",2324.7690,251.5713,48.2159,0.9995,0.9873,-0.3662
"RBF(length_scale=1) + RBF(length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1) * WhiteKernel(noise_level=1)","RBF(length_scale=17.7) + RBF(length_scale=124) + ExpSineSquared(length_scale=6.73e+03, periodicity=0.0376) * WhiteKernel(noise_level=1e-05)",2211.9051,230.8201,47.0309,0.9995,0.6578,-36.6135
"1**2 + ExpSineSquared(length_scale=1, periodicity=1) * RBF(length_scale=1) * RBF(length_scale=1)","3.53**2 + ExpSineSquared(length_scale=3.74, periodicity=63.7) * RBF(length_scale=102) * RBF(length_scale=286)",2251.6297,244.5808,47.4513,0.9995,0.9738,-1.8565
"WhiteKernel(noise_level=1) + RBF(length_scale=1) + 1**2 * ExpSineSquared(length_scale=1, periodicity=1)","WhiteKernel(noise_level=1e-05) + RBF(length_scale=1e+03) + 17.6**2 * ExpSineSquared(length_scale=0.0631, periodicity=1e+05)",6597.6729,236.0328,81.2261,0.9985,0.9990,0.9750
"RBF(length_scale=1) * ExpSineSquared(length_scale=1, periodicity=1) * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1)","RBF(length_scale=1e+05) * ExpSineSquared(length_scale=2.53e+03, periodicity=31.5) * DotProduct(sigma_0=7.96e-05) + WhiteKernel(noise_level=1e-05)",3656.8890,271.2438,60.4722,0.9992,0.9994,0.9827
